序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
939,河南体育学院,河南省,河南,郑州,,,,0,本科,公办,,3627,年份=年份,2026/6/15
940,深圳理工大学,广东省,广东,深圳,,,,0,本科,公办,,3704,无专业数据,2026/6/15
941,青海理工学院,青海省,青海,西宁,,,,0,本科,公办,,3731,无专业数据,2026/6/15
942,新疆工业学院,新疆生产建设兵团,新疆,和田,,,,,本科,公办,,3753,年份=年份,2026/6/15
943,山西医药学院,山西省,山西,吕梁,,,,,本科,公办,,1152,年份=年份,2026/6/15
944,大湾区大学,广东省,广东,东莞,,,,0,本科,公办,,3810,无专业数据,2026/6/15
945,海南警察学院,海南省,海南,海口,,,,,本科,公办,,3812,省份=,2026/6/15
946,西安戏剧学院,陕西省,陕西,西安,,,,,本科,公办,,3813,省份=,2026/6/15
947,新疆理工职业大学,新疆生产建设兵团,新疆,喀什,,,,,本科,公办,,3815,年份=年份,2026/6/15
948,北京城市学院,北京市教委,北京,北京,,,,0,本科,民办,,559,无专业数据,2026/6/15
949,首都师范大学科德学院,北京市教委,北京,北京,,,,艺术,本科,民办,,819,年份=年份,2026/6/15
950,北京金融科技学院,北京市教委,北京,北京,,,,0,本科,民办,,1110,年份=年份,2026/6/15
951,北京邮电大学世纪学院,北京市教委,北京,北京,,,,综合,本科,民办,,1115,科类=历史类,2026/6/15
952,北京工业大学耿丹学院,北京市教委,北京,北京,,,,综合,本科,民办,,1112,年份=年份,2026/6/15
953,北京第二外国语学院中瑞酒店管理学院,北京市教委,北京,北京,,,,综合,本科,民办,,1456,年份=2024,2026/6/15
954,天津天狮学院,天津市教委,天津,天津,,,,0,本科,民办,,2304,年份=年份,2026/6/15
955,天津外国语大学滨海外事学院,天津市教委,天津,天津,,,,语言,本科,民办,,2696,科类=历史类,2026/6/15
956,天津传媒学院,天津市教委,天津,天津,,,,0,本科,民办,,2297,年份=年份,2026/6/15
957,天津商业大学宝德学院,天津市教委,天津,天津,,,,财经,本科,民办,,2298,无专业数据,2026/6/15
958,天津医科大学临床医学院,天津市教委,天津,天津,,,,医药,本科,民办,,2299,无专业数据,2026/6/15
959,南开大学滨海学院,天津市教委,天津,天津,,,,综合,本科,民办,,1431,省份=,2026/6/15
960,天津师范大学津沽学院,天津市教委,天津,天津,,,,0,本科,民办,,2301,省份=,2026/6/15
961,天津理工大学中环信息学院,天津市教委,天津,天津,,,,综合,本科,民办,,2302,无专业数据,2026/6/15
962,北京科技大学天津学院,天津市教委,天津,天津,,,,综合,本科,民办,,2300,无专业数据,2026/6/15
963,天津仁爱学院,天津市教委,天津,天津,,,,0,本科,民办,,1601,无专业数据,2026/6/15
964,天津财经大学珠江学院,天津市教委,天津,天津,,,,财经,本科,民办,,2303,无专业数据,2026/6/15
965,河北传媒学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,,1387,无专业数据,2026/6/15
966,河北工程技术学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,,721,年份=年份,2026/6/15
967,河北美术学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,,659,年份=年份,2026/6/15
968,河北科技学院,河北省教育厅,河北,保定,,,,0,本科,民办,,2841,年份=年份,2026/6/15
969,河北外国语学院,河北省教育厅,河北,石家庄,,,,0,本科,民办,,748,无专业数据,2026/6/15
971,华北理工大学轻工学院,河北省教育厅,河北,唐山,,,,综合,本科,民办,,2833,无专业数据,2026/6/15
972,河北师范大学汇华学院,河北省教育厅,河北,石家庄,,,,师范,本科,民办,,1408,年份=年份,2026/6/15
973,河北经贸大学经济管理学院,河北省教育厅,河北,石家庄,,,,财经,本科,民办,,1577,年份=年份,2026/6/15
974,河北医科大学临床学院,河北省教育厅,河北,石家庄,,,,医药,本科,民办,,1576,无专业数据,2026/6/15
975,河北工程大学科信学院,河北省教育厅,河北,邯郸,,,,综合,本科,民办,,1586,无专业数据,2026/6/15
976,燕山大学里仁学院,河北省教育厅,河北,秦皇岛,,,,0,本科,民办,,1585,年份=2021,2026/6/15
977,石家庄铁道大学四方学院,河北省教育厅,河北,石家庄,,,,综合,本科,民办,,1578,无专业数据,2026/6/15
978,河北地质大学华信学院,河北省教育厅,河北,石家庄,,,,财经,本科,民办,,1402,无专业数据,2026/6/15
979,河北农业大学现代科技学院,河北省教育厅,河北,保定,,,,综合,本科,民办,,1581,年份=年份,2026/6/15
980,华北理工大学冀唐学院,河北省教育厅,河北,唐山,,,,医药,本科,民办,,2847,年份=年份,2026/6/15
981,保定理工学院,河北省教育厅,河北,保定,,,,0,本科,民办,,1167,年份=年份,2026/6/15
982,燕京理工学院,河北省教育厅,河北,廊坊,,,,0,本科,民办,,1398,年份=2022,2026/6/15
983,北京中医药大学东方学院,河北省教育厅,河北,廊坊,,,,医药,本科,民办,,1401,无专业数据,2026/6/15
984,沧州交通学院,河北省教育厅,河北,沧州,,,,0,本科,民办,,1461,无专业数据,2026/6/15
985,河北东方学院,河北省教育厅,河北,廊坊,,,,0,本科,民办,,1539,无专业数据,2026/6/15
986,山西应用科技学院,山西省教育厅,山西,太原,,,,0,本科,民办,,1669,无专业数据,2026/6/15
987,晋中信息学院,山西省教育厅,山西,晋中,,,,0,本科,民办,,2326,年份=年份,2026/6/15
988,山西晋中理工学院,山西省教育厅,山西,晋中,,,,0,本科,民办,,2328,无专业数据,2026/6/15
989,晋中健康学院,山西省教育厅,山西,晋中,,,,,本科,民办,,2330,年份=年份,2026/6/15
990,山西财经大学华商学院,山西省教育厅,山西,太原,,,,0,本科,民办,,2331,省份=,2026/6/15
991,山西工商学院,山西省教育厅,山西,太原,,,,0,本科,民办,,2840,年份=年份,2026/6/15
992,运城职业技术大学,山西省教育厅,山西,运城,,,,0,本科,民办,,2332,无专业数据,2026/6/15
993,内蒙古大学创业学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,综合,本科,民办,,2320,年份=年份,2026/6/15
994,内蒙古鸿德文理学院,内蒙古自治区教育厅,内蒙古,呼和浩特,,,,0,本科,民办,,1573,年份=年份,2026/6/15
995,辽宁对外经贸学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,,1244,无专业数据,2026/6/15
996,辽宁理工职业大学,辽宁省教育厅,辽宁,锦州,,,,0,本科,民办,,1702,年份=年份,2026/6/15
997,大连理工大学城市学院,辽宁省教育厅,辽宁,大连,,,,理工,本科,民办,,1305,无专业数据,2026/6/15
1000,沈阳工学院,辽宁省教育厅,辽宁,抚顺,,,,0,本科,民办,,1697,无专业数据,2026/6/15
1001,大连工业大学艺术与信息工程学院,辽宁省教育厅,辽宁,大连,,,,理工,本科,民办,,1288,年份=年份,2026/6/15
1002,大连科技学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,,2338,年份=年份,2026/6/15
1003,沈阳城市建设学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,,2343,无专业数据,2026/6/15
1004,大连医科大学中山学院,辽宁省教育厅,辽宁,大连,,,,医药,本科,民办,,2348,无专业数据,2026/6/15
1005,锦州医科大学医疗学院,辽宁省教育厅,辽宁,锦州,,,,医药,本科,民办,,2347,无专业数据,2026/6/15
1006,辽宁师范大学海华学院,辽宁省教育厅,辽宁,大连,,,,综合,本科,民办,,2342,无专业数据,2026/6/15
1007,辽宁理工学院,辽宁省教育厅,辽宁,锦州,,,,0,本科,民办,,1166,年份=年份,2026/6/15
1008,大连财经学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,,1549,无专业数据,2026/6/15
1009,沈阳城市学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,,2337,无专业数据,2026/6/15
1010,大连艺术学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,,2353,年份=年份,2026/6/15
1011,辽宁中医药大学杏林学院,辽宁省教育厅,辽宁,沈阳,,,,医药,本科,民办,,2344,无专业数据,2026/6/15
1012,辽宁何氏医学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,,2346,无专业数据,2026/6/15
1013,沈阳科技学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,,2350,年份=年份,2026/6/15
1014,大连东软信息学院,辽宁省教育厅,辽宁,大连,,,,0,本科,民办,,2351,无专业数据,2026/6/15
1015,辽宁财贸学院,辽宁省教育厅,辽宁,葫芦岛,,,,0,本科,民办,,2352,年份=年份,2026/6/15
1016,辽宁传媒学院,辽宁省教育厅,辽宁,沈阳,,,,0,本科,民办,,1701,无专业数据,2026/6/15
1017,吉林外国语大学,吉林省教育厅,吉林,长春,,,,0,本科,民办,,411,无专业数据,2026/6/15
1018,长春光华学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,2313,年份=年份,2026/6/15
1019,长春工业大学人文信息学院,吉林省教育厅,吉林,长春,,,,综合,本科,民办,,1419,年份=年份,2026/6/15
1020,长春电子科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1314,无专业数据,2026/6/15
1021,长春财经学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,2314,无专业数据,2026/6/15
1022,吉林建筑科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1620,无专业数据,2026/6/15
1023,长春建筑学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1409,年份=2021,2026/6/15
1024,长春科技学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1274,无专业数据,2026/6/15
1025,吉林动画学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1373,年份=年份,2026/6/15
1026,吉林师范大学博达学院,吉林省教育厅,吉林,四平,,,,综合,本科,民办,,1276,无专业数据,2026/6/15
1027,长春大学旅游学院,吉林省教育厅,吉林,长春,,,,综合,本科,民办,,2315,年份=年份,2026/6/15
1028,长春人文学院,吉林省教育厅,吉林,长春,,,,0,本科,民办,,1621,无专业数据,2026/6/15
1029,黑龙江东方学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,456,无专业数据,2026/6/15
1030,哈尔滨信息工程学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,763,年份=年份,2026/6/15
1031,齐齐哈尔工程学院,黑龙江省教育厅,黑龙江,齐齐哈尔,,,,0,本科,民办,,767,年份=年份,2026/6/15
1032,黑龙江外国语学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,1328,无专业数据,2026/6/15
1033,黑龙江财经学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2537,年份=年份,2026/6/15
1034,哈尔滨石油学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2535,年份=年份,2026/6/15
1035,黑龙江工商学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2532,无专业数据,2026/6/15
1036,哈尔滨远东理工学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2530,无专业数据,2026/6/15
1037,哈尔滨剑桥学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2533,年份=年份,2026/6/15
1038,黑龙江工程学院昆仑旅游学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,综合,本科,民办,,2536,年份=年份,2026/6/15
1039,哈尔滨广厦学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2534,年份=年份,2026/6/15
1040,哈尔滨华德学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,0,本科,民办,,2531,无专业数据,2026/6/15
1041,上海杉达学院,上海市教委,上海,上海,,,,0,本科,民办,,329,无专业数据,2026/6/15
1042,上海立达学院,上海市教委,上海,上海,,,,0,本科,民办,,680,无专业数据,2026/6/15
1043,上海建桥学院,上海市教委,上海,上海,,,,0,本科,民办,,676,无专业数据,2026/6/15
1044,上海兴伟学院,上海市教委,上海,上海,,,,0,本科,民办,,684,无专业数据,2026/6/15
1045,上海中侨职业技术大学,上海市教委,上海,上海,,,,0,本科,民办,,706,无专业数据,2026/6/15
1046,上海视觉艺术学院,上海市教委,上海,上海,,,,0,本科,民办,,1469,无专业数据,2026/6/15
1047,上海外国语大学贤达经济人文学院,上海市教委,上海,上海,,,,语言,本科,民办,,1304,无专业数据,2026/6/15
1048,上海师范大学天华学院,上海市教委,上海,上海,,,,师范,本科,民办,,1215,无专业数据,2026/6/15
1049,三江学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,,1179,无专业数据,2026/6/15
1050,南通理工学院,江苏省教育厅,江苏,南通,,,,0,本科,民办,,1544,无专业数据,2026/6/15
1051,东南大学成贤学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,1145,无专业数据,2026/6/15
1052,无锡太湖学院,江苏省教育厅,江苏,无锡,,,,0,本科,民办,,2222,无专业数据,2026/6/15
1053,中国矿业大学徐海学院,江苏省教育厅,江苏,徐州,,,,综合,本科,民办,,1129,无专业数据,2026/6/15
1054,南京大学金陵学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,,2540,省份=,2026/6/15
1055,南京理工大学紫金学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,2541,无专业数据,2026/6/15
1056,南京航空航天大学金城学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,2542,无专业数据,2026/6/15
1057,南京传媒学院,江苏省教育厅,江苏,南京,,,,0,本科,民办,,2543,无专业数据,2026/6/15
1058,南京理工大学泰州科技学院,江苏省教育厅,江苏,泰州,,,,综合,本科,民办,,1143,无专业数据,2026/6/15
1059,南京师范大学泰州学院,江苏省教育厅,江苏,泰州,,,,师范,本科,民办,,1442,科类=历史类,2026/6/15
1060,南京工业大学浦江学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,2544,无专业数据,2026/6/15
1061,南京师范大学中北学院,江苏省教育厅,江苏,镇江,,,,综合,本科,民办,,2545,无专业数据,2026/6/15
1062,南京医科大学康达学院,江苏省教育厅,江苏,连云港,,,,医药,本科,民办,,2546,无专业数据,2026/6/15
1063,南京中医药大学翰林学院,江苏省教育厅,江苏,泰州,,,,0,本科,民办,,2547,省份=,2026/6/15
1064,苏州大学应用技术学院,江苏省教育厅,江苏,苏州,,,,综合,本科,民办,,2549,无专业数据,2026/6/15
1065,苏州科技大学天平学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,2550,无专业数据,2026/6/15
1066,江苏大学京江学院,江苏省教育厅,江苏,镇江,,,,综合,本科,民办,,1437,无专业数据,2026/6/15
1067,扬州大学广陵学院,江苏省教育厅,江苏,扬州,,,,综合,本科,民办,,2551,无专业数据,2026/6/15
1068,江苏师范大学科文学院,江苏省教育厅,江苏,徐州,,,,师范,本科,民办,,2552,无专业数据,2026/6/15
1069,南京邮电大学通达学院,江苏省教育厅,江苏,扬州,,,,综合,本科,民办,,2553,无专业数据,2026/6/15
1070,南京财经大学红山学院,江苏省教育厅,江苏,南京,,,,财经,本科,民办,,1190,无专业数据,2026/6/15
1071,江苏科技大学苏州理工学院,江苏省教育厅,江苏,苏州,,,,综合,本科,民办,,2554,无专业数据,2026/6/15
1072,常州大学怀德学院,江苏省教育厅,江苏,泰州,,,,综合,本科,民办,,1553,无专业数据,2026/6/15
1073,南通大学杏林学院,江苏省教育厅,江苏,南通,,,,综合,本科,民办,,2555,无专业数据,2026/6/15
1074,南京审计大学金审学院,江苏省教育厅,江苏,南京,,,,综合,本科,民办,,3340,无专业数据,2026/6/15
1075,浙江树人学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,,1791,年份=年份,2026/6/15
1076,浙江越秀外国语学院,浙江省教育厅,浙江,绍兴,,,,0,本科,民办,,2402,无专业数据,2026/6/15
1077,宁波财经学院,浙江省教育厅,浙江,宁波,,,,0,本科,民办,,2401,科类=历史类,2026/6/15
1078,浙江广厦建设职业技术大学,浙江省教育厅,浙江,金华,,,,0,本科,民办,,1794,年份=年份,2026/6/15
1079,浙江工业大学之江学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,,2381,无专业数据,2026/6/15
1080,浙江师范大学行知学院,浙江省教育厅,浙江,金华,,,,综合,本科,民办,,2382,无专业数据,2026/6/15
1081,宁波大学科学技术学院,浙江省教育厅,浙江,宁波,,,,综合,本科,民办,,2383,无专业数据,2026/6/15
1082,杭州电子科技大学信息工程学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,,2384,无专业数据,2026/6/15
1083,浙江理工大学科技与艺术学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,,2385,年份=年份,2026/6/15
1084,浙江农林大学暨阳学院,浙江省教育厅,浙江,绍兴,,,,综合,本科,民办,,2387,无专业数据,2026/6/15
1085,温州医科大学仁济学院,浙江省教育厅,浙江,温州,,,,医药,本科,民办,,2388,年份=年份,2026/6/15
1086,浙江中医药大学滨江学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,,2389,年份=年份,2026/6/15
1087,杭州师范大学钱江学院,浙江省教育厅,浙江,杭州,,,,0,本科,民办,,2390,省份=,2026/6/15
1088,浙江工商大学杭州商学院,浙江省教育厅,浙江,杭州,,,,财经,本科,民办,,2394,无专业数据,2026/6/15
1089,中国计量大学现代科技学院,浙江省教育厅,浙江,杭州,,,,理工,本科,民办,,2395,无专业数据,2026/6/15
1090,浙江财经大学东方学院,浙江省教育厅,浙江,嘉兴,,,,财经,本科,民办,,2396,年份=年份,2026/6/15
1091,温州商学院,浙江省教育厅,浙江,温州,,,,0,本科,民办,,2398,年份=年份,2026/6/15
1092,同济大学浙江学院,浙江省教育厅,浙江,嘉兴,,,,0,本科,民办,,2399,省份=,2026/6/15
1093,上海财经大学浙江学院,浙江省教育厅,浙江,金华,,,,财经,本科,民办,,2400,无专业数据,2026/6/15
1094,西湖大学,浙江省教育厅,浙江,杭州,,,,0,本科,民办,,3462,年份=年份,2026/6/15
1095,安徽三联学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,1847,年份=年份,2026/6/15
1096,安徽新华学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,1848,无专业数据,2026/6/15
1097,安徽文达信息工程学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,1855,年份=年份,2026/6/15
1098,安徽外国语学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,2839,无专业数据,2026/6/15
1099,蚌埠工商学院,安徽省教育厅,安徽,蚌埠,,,,0,本科,民办,,2410,无专业数据,2026/6/15
1100,安徽信息工程学院,安徽省教育厅,安徽,芜湖,,,,0,本科,民办,,2413,无专业数据,2026/6/15
1101,马鞍山学院,安徽省教育厅,安徽,马鞍山,,,,0,本科,民办,,2409,无专业数据,2026/6/15
1102,合肥城市学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,2412,无专业数据,2026/6/15
1103,合肥经济学院,安徽省教育厅,安徽,合肥,,,,0,本科,民办,,2407,年份=年份,2026/6/15
1104,芜湖学院,安徽省教育厅,安徽,芜湖,,,,0,本科,民办,,2406,年份=年份,2026/6/15
1105,安徽医科大学临床医学院,安徽省教育厅,安徽,合肥,,,,医药,本科,民办,,2408,无专业数据,2026/6/15
1106,阜阳理工学院,安徽省教育厅,安徽,阜阳,,,,0,本科,民办,,2414,无专业数据,2026/6/15
1107,淮北理工学院,安徽省教育厅,安徽,淮北,,,,0,本科,民办,,2411,年份=年份,2026/6/15
1108,皖江工学院,安徽省教育厅,安徽,马鞍山,,,,0,本科,民办,,2415,无专业数据,2026/6/15
1109,仰恩大学,福建省教育厅,福建,泉州,,,,0,本科,民办,,472,年份=年份,2026/6/15
1110,厦门华厦学院,福建省教育厅,福建,厦门,,,,0,本科,民办,,1897,无专业数据,2026/6/15
1111,闽南理工学院,福建省教育厅,福建,泉州,,,,0,本科,民办,,1895,无专业数据,2026/6/15
1112,泉州职业技术大学,福建省教育厅,福建,泉州,,,,0,本科,民办,,1903,无专业数据,2026/6/15
1113,闽南科技学院,福建省教育厅,福建,泉州,,,,0,本科,民办,,1892,无专业数据,2026/6/15
1114,福州工商学院,福建省教育厅,福建,福州,,,,0,本科,民办,,1891,年份=年份,2026/6/15
1115,厦门工学院,福建省教育厅,福建,厦门,,,,0,本科,民办,,2421,无专业数据,2026/6/15
1116,阳光学院,福建省教育厅,福建,福州,,,,0,本科,民办,,1889,无专业数据,2026/6/15
1117,厦门大学嘉庚学院,福建省教育厅,福建,漳州,,,,综合,本科,民办,,1888,无专业数据,2026/6/15
1118,福州大学至诚学院,福建省教育厅,福建,福州,,,,综合,本科,民办,,1893,无专业数据,2026/6/15
1119,集美大学诚毅学院,福建省教育厅,福建,厦门,,,,综合,本科,民办,,1214,无专业数据,2026/6/15
1120,福建师范大学协和学院,福建省教育厅,福建,福州,,,,综合,本科,民办,,1890,无专业数据,2026/6/15
1121,福州外语外贸学院,福建省教育厅,福建,福州,,,,0,本科,民办,,2838,无专业数据,2026/6/15
1122,泉州信息工程学院,福建省教育厅,福建,泉州,,,,0,本科,民办,,1909,无专业数据,2026/6/15
1123,福州理工学院,福建省教育厅,福建,福州,,,,0,本科,民办,,1913,无专业数据,2026/6/15
1124,福建农林大学金山学院,福建省教育厅,福建,福州,,,,综合,本科,民办,,1894,无专业数据,2026/6/15
1125,江西科技学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,869,无专业数据,2026/6/15
1126,江西工程学院,江西省教育厅,江西,新余,,,,0,本科,民办,,957,无专业数据,2026/6/15
1127,南昌理工学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,868,无专业数据,2026/6/15
1128,江西应用科技学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,928,无专业数据,2026/6/15
1129,江西服装学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,2887,无专业数据,2026/6/15
1130,南昌职业大学,江西省教育厅,江西,南昌,,,,0,本科,民办,,909,无专业数据,2026/6/15
1131,南昌工学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,2843,无专业数据,2026/6/15
1132,南昌大学科学技术学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,,2427,无专业数据,2026/6/15
1133,南昌大学共青学院,江西省教育厅,江西,九江,,,,综合,本科,民办,,2439,年份=年份,2026/6/15
1134,南昌交通学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,2430,无专业数据,2026/6/15
1135,南昌航空大学科技学院,江西省教育厅,江西,南昌,,,,理工,本科,民办,,2433,无专业数据,2026/6/15
1136,景德镇艺术职业大学,江西省教育厅,江西,景德镇,,,,0,本科,民办,,2437,年份=2024,2026/6/15
1137,江西农业大学南昌商学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,,2428,无专业数据,2026/6/15
1138,江西师范大学科学技术学院,江西省教育厅,江西,南昌,,,,综合,本科,民办,,2429,无专业数据,2026/6/15
1139,赣南师范大学科技学院,江西省教育厅,江西,赣州,,,,综合,本科,民办,,2436,无专业数据,2026/6/15
1140,南昌应用技术师范学院,江西省教育厅,江西,南昌,,,,0,本科,民办,,2438,无专业数据,2026/6/15
1141,江西财经大学现代经济管理学院,江西省教育厅,江西,南昌,,,,财经,本科,民办,,2435,无专业数据,2026/6/15
1142,江西软件职业技术大学,江西省教育厅,江西,南昌,,,,0,本科,民办,,3464,无专业数据,2026/6/15
1143,南昌科技职业大学,,江西,南昌,,,,,本科,民办,,2440,年份=年份,2026/6/15
1144,九江科技职业大学,江西省教育厅,江西,九江,,,,,本科,民办,,3120,年份=年份,2026/6/15
1145,齐鲁医药学院,山东省教育厅,山东,淄博,,,,0,本科,民办,,2135,无专业数据,2026/6/15
1146,青岛滨海学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,1245,年份=年份,2026/6/15
1147,烟台南山学院,山东省教育厅,山东,烟台,,,,0,本科,民办,,2136,无专业数据,2026/6/15
1148,潍坊科技学院,山东省教育厅,山东,潍坊,,,,0,本科,民办,,2134,年份=年份,2026/6/15
1149,山东英才学院,山东省教育厅,山东,济南,,,,0,本科,民办,,2133,无专业数据,2026/6/15
1150,青岛恒星科技学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,2141,年份=年份,2026/6/15
1151,青岛黄海学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,2155,年份=年份,2026/6/15
1152,山东现代学院,山东省教育厅,山东,济南,,,,0,本科,民办,,2150,年份=年份,2026/6/15
1153,山东协和学院,山东省教育厅,山东,济南,,,,0,本科,民办,,2837,无专业数据,2026/6/15
1154,山东工程职业技术大学,山东省教育厅,山东,济南,,,,0,本科,民办,,2146,批次=专科批,2026/6/15
1155,烟台理工学院,山东省教育厅,山东,烟台,,,,0,本科,民办,,1446,无专业数据,2026/6/15
1156,聊城大学东昌学院,山东省教育厅,山东,聊城,,,,综合,本科,民办,,2519,科类=历史类,2026/6/15
1157,青岛城市学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,1400,无专业数据,2026/6/15
1158,潍坊理工学院,山东省教育厅,山东,潍坊,,,,0,本科,民办,,2518,年份=年份,2026/6/15
1159,山东财经大学燕山学院,山东省教育厅,山东,济南,,,,财经,本科,民办,,2966,年份=年份,2026/6/15
1160,山东外国语职业技术大学,山东省教育厅,山东,日照,,,,0,本科,民办,,2144,批次=专科批,2026/6/15
1161,泰山科技学院,山东省教育厅,山东,泰安,,,,0,本科,民办,,2513,批次=专科批,2026/6/15
1162,山东华宇工学院,山东省教育厅,山东,德州,,,,0,本科,民办,,2154,年份=年份,2026/6/15
1163,山东外事职业大学,山东省教育厅,山东,威海,,,,0,本科,民办,,2148,年份=年份,2026/6/15
1164,青岛工学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,2514,无专业数据,2026/6/15
1165,青岛农业大学海都学院,山东省教育厅,山东,烟台,,,,综合,本科,民办,,2516,年份=年份,2026/6/15
1166,齐鲁理工学院,山东省教育厅,山东,济南,,,,0,本科,民办,,2517,无专业数据,2026/6/15
1167,山东财经大学东方学院,山东省教育厅,山东,泰安,,,,综合,本科,民办,,1540,年份=年份,2026/6/15
1168,烟台科技学院,山东省教育厅,山东,烟台,,,,0,本科,民办,,3602,无专业数据,2026/6/15
1169,青岛电影学院,山东省教育厅,山东,青岛,,,,0,本科,民办,,2844,无专业数据,2026/6/15
1170,黄河科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,469,无专业数据,2026/6/15
1171,郑州科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,2452,无专业数据,2026/6/15
1172,郑州工业应用技术学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,1512,无专业数据,2026/6/15
1173,郑州财经学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,1125,无专业数据,2026/6/15
1174,黄河交通学院,河南省教育厅,河南,焦作,,,,0,本科,民办,,1307,年份=年份,2026/6/15
1175,商丘工学院,河南省教育厅,河南,商丘,,,,0,本科,民办,,1161,无专业数据,2026/6/15
1176,河南开封科技传媒学院,河南省教育厅,河南,开封,,,,0,本科,民办,,1324,无专业数据,2026/6/15
1177,中原科技学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,1530,年份=年份,2026/6/15
1178,信阳学院,河南省教育厅,河南,信阳,,,,0,本科,民办,,1532,无专业数据,2026/6/15
1179,安阳学院,河南省教育厅,河南,安阳,,,,0,本科,民办,,2448,年份=年份,2026/6/15
1180,豫北医学院,河南省教育厅,河南,新乡,,,,,本科,民办,,1941,无专业数据,2026/6/15
1181,新乡工程学院,河南省教育厅,河南,新乡,,,,0,本科,民办,,2449,年份=年份,2026/6/15
1182,郑州工商学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,1148,年份=年份,2026/6/15
1183,郑州经贸学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,1114,年份=年份,2026/6/15
1184,商丘学院,河南省教育厅,河南,商丘,,,,0,本科,民办,,2842,年份=年份,2026/6/15
1185,郑州商学院,河南省教育厅,河南,郑州,,,,0,本科,民办,,2451,年份=年份,2026/6/15
