序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
1804,宁德职业技术学院,福建省,福建,宁德,,,,综合,专科,公办,,1884,年份=年份,2026/6/15
1805,福建体育职业技术学院,福建省,福建,福州,,,,体育,专科,公办,,1885,年份=年份,2026/6/15
1806,漳州城市职业学院,福建省,福建,漳州,,,,综合,专科,公办,,1886,批次=专科批,2026/6/15
1807,漳州卫生职业学院,福建省,福建,漳州,,,,医药,专科,公办,,1887,批次=专科批,2026/6/15
1808,泉州幼儿师范高等专科学校,福建省,福建,泉州,,,,师范,专科,公办,,2954,年份=年份,2026/6/15
1809,闽江师范高等专科学校,福建省,福建,福州,,,,师范,专科,公办,,3282,批次=专科批,2026/6/15
1810,上饶幼儿师范高等专科学校,江西省,江西,上饶,,,,0,专科,公办,,3353,批次=专科批,2026/6/15
1811,抚州幼儿师范高等专科学校,江西省,江西,抚州,,,,0,专科,公办,,3355,批次=专科批,2026/6/15
1812,江西工业职业技术学院,江西省,江西,南昌,,,,综合,专科,公办,,895,批次=专科批,2026/6/15
1813,江西医学高等专科学校,江西省,江西,上饶,,,,医药,专科,公办,,2891,批次=专科批,2026/6/15
1814,九江职业大学,江西省,江西,九江,,,,综合,专科,公办,,896,批次=专科批,2026/6/15
1815,江西司法警官职业学院,江西省,江西,南昌,,,,政法,专科,公办,,927,批次=专科批,2026/6/15
1816,江西陶瓷工艺美术职业技术学院,江西省,江西,景德镇,,,,艺术,专科,公办,,944,年份=2022,2026/6/15
1817,江西旅游商贸职业学院,江西省,江西,南昌,,,,综合,专科,公办,,940,批次=专科批,2026/6/15
1818,江西电力职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,931,批次=专科批,2026/6/15
1819,江西环境工程职业学院,江西省,江西,赣州,,,,农林,专科,公办,,959,批次=专科批,2026/6/15
1820,江西艺术职业学院,江西省,江西,南昌,,,,艺术,专科,公办,,950,年份=2021,2026/6/15
1821,鹰潭职业技术学院,江西省,江西,鹰潭,,,,综合,专科,公办,,954,年份=年份,2026/6/15
1822,江西信息应用职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,958,批次=专科批,2026/6/15
1823,江西交通职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,913,批次=专科批,2026/6/15
1824,江西财经职业学院,江西省,江西,九江,,,,财经,专科,公办,,949,批次=专科批,2026/6/15
1825,江西应用技术职业学院,江西省,江西,赣州,,,,理工,专科,公办,,948,批次=专科批,2026/6/15
1826,江西现代职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,904,批次=专科批,2026/6/15
1827,江西工业工程职业技术学院,江西省,江西,萍乡,,,,理工,专科,公办,,956,批次=专科批,2026/6/15
1828,江西机电职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,943,批次=专科批,2026/6/15
1829,江西外语外贸职业学院,江西省,江西,南昌,,,,语言,专科,公办,,926,批次=专科批,2026/6/15
1830,江西工业贸易职业技术学院,江西省,江西,南昌,,,,综合,专科,公办,,900,批次=专科批,2026/6/15
1831,宜春职业技术学院,江西省,江西,宜春,,,,综合,专科,公办,,908,批次=专科批,2026/6/15
1832,江西应用工程职业学院,江西省,江西,萍乡,,,,理工,专科,公办,,917,批次=专科批,2026/6/15
1833,江西生物科技职业学院,江西省,江西,南昌,,,,农林,专科,公办,,925,批次=专科批,2026/6/15
1834,江西建设职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,955,年份=年份,2026/6/15
1835,抚州职业技术学院,江西省,江西,抚州,,,,综合,专科,公办,,914,批次=专科批,2026/6/15
1836,江西制造职业技术学院,江西省,江西,南昌,,,,理工,专科,公办,,946,批次=专科批,2026/6/15
1837,江西工程职业学院,江西省,江西,南昌,,,,综合,专科,公办,,922,批次=专科批,2026/6/15
1838,江西青年职业学院,江西省,江西,南昌,,,,综合,专科,公办,,942,批次=专科批,2026/6/15
1839,上饶职业技术学院,江西省,江西,上饶,,,,理工,专科,公办,,947,批次=专科批,2026/6/15
1840,江西农业工程职业学院,江西省,江西,宜春,,,,农林,专科,公办,,941,年份=年份,2026/6/15
1841,江西卫生职业学院,江西省,江西,南昌,,,,医药,专科,公办,,871,年份=2021,2026/6/15
1842,江西冶金职业技术学院,江西省,江西,新余,,,,理工,专科,公办,,2424,批次=专科批,2026/6/15
1843,江西管理职业学院,江西省,江西,南昌,,,,0,专科,公办,,3357,年份=年份,2026/6/15
1844,江西传媒职业学院,江西省,江西,南昌,,,,艺术,专科,公办,,2426,年份=年份,2026/6/15
1845,赣州师范高等专科学校,江西省,江西,赣州,,,,师范,专科,公办,,2885,年份=2024,2026/6/15
1846,江西水利职业学院,江西省,江西,南昌,,,,理工,专科,公办,,3249,批次=专科批,2026/6/15
1847,宜春幼儿师范高等专科学校,江西省,江西,宜春,,,,师范,专科,公办,,3327,批次=专科批,2026/6/15
1848,吉安职业技术学院,江西省,江西,吉安,,,,综合,专科,公办,,3187,批次=专科批,2026/6/15
1849,江西师范高等专科学校,江西省,江西,鹰潭,,,,师范,专科,公办,,3253,批次=专科批,2026/6/15
1850,赣南卫生健康职业学院,江西省,江西,赣州,,,,0,专科,公办,,3358,批次=专科批,2026/6/15
1851,萍乡卫生职业学院,江西省,江西,萍乡,,,,0,专科,公办,,3430,批次=专科批,2026/6/15
1852,江西婺源茶业职业学院,江西省,江西,上饶,,,,0,专科,公办,,3431,批次=专科批,2026/6/15
1853,赣州职业技术学院,江西省,江西,赣州,,,,0,专科,公办,,3432,批次=专科批,2026/6/15
1854,南昌健康职业技术学院,江西省,江西,南昌,,,,0,专科,公办,,3504,批次=专科批,2026/6/15
1855,山东医学高等专科学校,山东省,山东,临沂,,,,医药,专科,公办,,678,年份=年份,2026/6/15
1856,菏泽医学专科学校,山东省,山东,菏泽,,,,医药,专科,公办,,1165,年份=年份,2026/6/15
1857,山东商业职业技术学院,山东省,山东,济南,,,,财经,专科,公办,,2097,批次=专科批,2026/6/15
1858,山东电力高等专科学校,山东省,山东,济南,,,,理工,专科,公办,,2094,年份=年份,2026/6/15
1859,青岛职业技术学院,山东省,山东,青岛,,,,综合,专科,公办,,2098,年份=年份,2026/6/15
1860,威海职业学院,山东省,山东,威海,,,,综合,专科,公办,,2099,批次=专科提前批,2026/6/15
1861,山东职业学院,山东省,山东,济南,,,,理工,专科,公办,,1513,批次=专科批,2026/6/15
1862,山东劳动职业技术学院,山东省,山东,济南,,,,理工,专科,公办,,2100,年份=年份,2026/6/15
1863,莱芜职业技术学院,山东省,山东,济南,,,,综合,专科,公办,,2101,年份=年份,2026/6/15
1864,济宁职业技术学院,山东省,山东,济宁,,,,综合,专科,公办,,2102,年份=年份,2026/6/15
1865,潍坊职业学院,山东省,山东,潍坊,,,,综合,专科,公办,,2103,年份=年份,2026/6/15
1866,烟台职业学院,山东省,山东,烟台,,,,综合,专科,公办,,2104,年份=年份,2026/6/15
1867,东营职业学院,山东省,山东,东营,,,,综合,专科,公办,,2105,年份=年份,2026/6/15
1868,聊城职业技术学院,山东省,山东,聊城,,,,综合,专科,公办,,1369,年份=年份,2026/6/15
1869,山东科技职业学院,山东省,山东,潍坊,,,,理工,专科,公办,,2107,年份=年份,2026/6/15
1870,山东服装职业学院,山东省,山东,泰安,,,,综合,专科,公办,,2108,年份=年份,2026/6/15
1871,山东水利职业学院,山东省,山东,日照,,,,理工,专科,公办,,2109,年份=年份,2026/6/15
1872,山东畜牧兽医职业学院,山东省,山东,潍坊,,,,农林,专科,公办,,2110,批次=专科批,2026/6/15
1873,东营科技职业学院,山东省,山东,东营,,,,0,专科,公办,,2145,年份=年份,2026/6/15
1874,山东交通职业学院,山东省,山东,潍坊,,,,理工,专科,公办,,2111,年份=年份,2026/6/15
1875,山东外贸职业学院,山东省,山东,青岛,,,,财经,专科,公办,,2113,批次=专科批,2026/6/15
1876,青岛酒店管理职业技术学院,山东省,山东,青岛,,,,综合,专科,公办,,1168,批次=专科批,2026/6/15
1877,山东信息职业技术学院,山东省,山东,潍坊,,,,理工,专科,公办,,2114,批次=专科提前批,2026/6/15
1878,青岛港湾职业技术学院,山东省,山东,青岛,,,,理工,专科,公办,,2115,批次=专科批,2026/6/15
1879,山东胜利职业学院,山东省,山东,东营,,,,理工,专科,公办,,2116,年份=年份,2026/6/15
1880,山东经贸职业学院,山东省,山东,潍坊,,,,财经,专科,公办,,2117,年份=年份,2026/6/15
1881,山东工业职业学院,山东省,山东,淄博,,,,理工,专科,公办,,2118,年份=年份,2026/6/15
1882,山东化工职业学院,山东省,山东,潍坊,,,,理工,专科,公办,,2119,年份=年份,2026/6/15
1883,济南职业学院,山东省,山东,济南,,,,综合,专科,公办,,2120,年份=年份,2026/6/15
1884,烟台工程职业技术学院,山东省,山东,烟台,,,,理工,专科,公办,,2506,年份=年份,2026/6/15
1885,德州职业技术学院,山东省,山东,德州,,,,综合,专科,公办,,2507,年份=年份,2026/6/15
1886,枣庄科技职业学院,山东省,山东,枣庄,,,,综合,专科,公办,,2143,批次=专科批,2026/6/15
1887,淄博师范高等专科学校,山东省,山东,淄博,,,,师范,专科,公办,,2095,年份=年份,2026/6/15
1888,山东中医药高等专科学校,山东省,山东,烟台,,,,医药,专科,公办,,2096,年份=年份,2026/6/15
1889,济南工程职业技术学院,山东省,山东,济南,,,,理工,专科,公办,,2121,年份=年份,2026/6/15
1890,山东电子职业技术学院,山东省,山东,济南,,,,理工,专科,公办,,2122,年份=年份,2026/6/15
1891,山东旅游职业学院,山东省,山东,济南,,,,综合,专科,公办,,2123,年份=年份,2026/6/15
1892,山东铝业职业学院,山东省,山东,淄博,,,,理工,专科,公办,,2124,年份=年份,2026/6/15
1893,泰山职业技术学院,山东省,山东,泰安,,,,综合,专科,公办,,2125,批次=专科提前批,2026/6/15
1894,山东药品食品职业学院,山东省,山东,威海,,,,医药,专科,公办,,2126,年份=年份,2026/6/15
1895,山东商务职业学院,山东省,山东,烟台,,,,综合,专科,公办,,2127,年份=年份,2026/6/15
1896,山东轻工职业学院,山东省,山东,淄博,,,,理工,专科,公办,,1510,年份=年份,2026/6/15
1897,山东城市建设职业学院,山东省,山东,济南,,,,理工,专科,公办,,2128,年份=年份,2026/6/15
1898,烟台汽车工程职业学院,山东省,山东,烟台,,,,理工,专科,公办,,2129,年份=年份,2026/6/15
1899,山东司法警官职业学院,山东省,山东,济南,,,,政法,专科,公办,,2130,年份=年份,2026/6/15
1900,菏泽家政职业学院,山东省,山东,菏泽,,,,综合,专科,公办,,2131,年份=年份,2026/6/15
1901,山东传媒职业学院,山东省,山东,济南,,,,艺术,专科,公办,,2508,年份=年份,2026/6/15
1902,临沂职业学院,山东省,山东,临沂,,,,理工,专科,公办,,2509,年份=年份,2026/6/15
1903,枣庄职业学院,山东省,山东,枣庄,,,,综合,专科,公办,,2510,批次=专科批,2026/6/15
1904,山东理工职业学院,山东省,山东,济宁,,,,综合,专科,公办,,2511,年份=年份,2026/6/15
1905,青岛远洋船员职业学院,山东省,山东,青岛,,,,理工,专科,公办,,2669,年份=年份,2026/6/15
1906,济南幼儿师范高等专科学校,山东省,山东,济南,,,,师范,专科,公办,,2959,年份=年份,2026/6/15
1907,济南护理职业学院,山东省,山东,济南,,,,医药,专科,公办,,2817,年份=年份,2026/6/15
1908,泰山护理职业学院,山东省,山东,泰安,,,,医药,专科,公办,,2960,年份=年份,2026/6/15
1909,潍坊护理职业学院,山东省,山东,潍坊,,,,医药,专科,公办,,2961,年份=年份,2026/6/15
1910,潍坊工程职业学院,山东省,山东,潍坊,,,,理工,专科,公办,,2897,批次=专科提前批,2026/6/15
1911,菏泽职业学院,山东省,山东,菏泽,,,,综合,专科,公办,,3113,年份=年份,2026/6/15
1912,威海海洋职业学院,山东省,山东,威海,,,,理工,专科,公办,,3227,年份=年份,2026/6/15
1913,山东特殊教育职业学院,山东省,山东,济南,,,,0,专科,公办,,3359,年份=年份,2026/6/15
1914,青岛工程职业学院,山东省,山东,青岛,,,,0,专科,公办,,3465,年份=年份,2026/6/15
1915,青岛幼儿师范高等专科学校,山东省,山东,青岛,,,,0,专科,公办,,3488,年份=年份,2026/6/15
1916,烟台幼儿师范高等专科学校,山东省,山东,烟台,,,,0,专科,公办,,3489,年份=年份,2026/6/15
1917,烟台文化旅游职业学院,山东省,山东,烟台,,,,0,专科,公办,,3506,年份=年份,2026/6/15
1918,临沂科技职业学院,山东省,山东,临沂,,,,0,专科,公办,,3507,年份=年份,2026/6/15
1919,河南职业技术学院,河南省,河南,郑州,,,,理工,专科,公办,,1050,年份=年份,2026/6/15
1920,漯河职业技术学院,河南省,河南,漯河,,,,综合,专科,公办,,1554,批次=专科批,2026/6/15
1921,三门峡职业技术学院,河南省,河南,三门峡,,,,综合,专科,公办,,1410,年份=年份,2026/6/15
1922,郑州铁路职业技术学院,河南省,河南,郑州,,,,理工,专科,公办,,1156,年份=年份,2026/6/15
1923,开封大学,河南省,河南,开封,,,,综合,专科,公办,,1520,批次=专科批,2026/6/15
1924,焦作大学,河南省,河南,焦作,,,,综合,专科,公办,,1923,批次=专科批,2026/6/15
1925,濮阳职业技术学院,河南省,河南,濮阳,,,,综合,专科,公办,,1172,批次=专科批,2026/6/15
1926,郑州电力高等专科学校,河南省,河南,郑州,,,,理工,专科,公办,,902,批次=专科批,2026/6/15
1927,许昌职业技术学院,河南省,河南,许昌,,,,综合,专科,公办,,1925,年份=年份,2026/6/15
1928,河南工业和信息化职业学院,河南省,河南,焦作,,,,理工,专科,公办,,3114,年份=年份,2026/6/15
1929,河南水利与环境职业学院,河南省,河南,郑州,,,,理工,专科,公办,,3067,批次=专科批,2026/6/15
1930,商丘职业技术学院,河南省,河南,商丘,,,,综合,专科,公办,,1926,年份=年份,2026/6/15
1931,平顶山工业职业技术学院,河南省,河南,平顶山,,,,理工,专科,公办,,1301,年份=年份,2026/6/15
1932,周口职业技术学院,河南省,河南,周口,,,,综合,专科,公办,,1927,批次=专科批,2026/6/15
1933,济源职业技术学院,河南省,河南,济源,,,,综合,专科,公办,,1928,年份=年份,2026/6/15
1934,河南司法警官职业学院,河南省,河南,郑州,,,,政法,专科,公办,,1929,年份=年份,2026/6/15
1935,鹤壁职业技术学院,河南省,河南,鹤壁,,,,综合,专科,公办,,1187,年份=年份,2026/6/15
1936,焦作师范高等专科学校,河南省,河南,焦作,,,,师范,专科,公办,,1921,批次=专科批,2026/6/15
1937,河南检察职业学院,河南省,河南,郑州,,,,政法,专科,公办,,1930,年份=年份,2026/6/15
1938,河南质量工程职业学院,河南省,河南,平顶山,,,,理工,专科,公办,,1931,年份=年份,2026/6/15
1939,郑州信息科技职业学院,河南省,河南,郑州,,,,理工,专科,公办,,1932,年份=年份,2026/6/15
1940,漯河医学高等专科学校,河南省,河南,漯河,,,,医药,专科,公办,,890,批次=专科批,2026/6/15
1941,南阳医学高等专科学校,河南省,河南,南阳,,,,医药,专科,公办,,1502,年份=年份,2026/6/15
1942,商丘医学高等专科学校,河南省,河南,商丘,,,,医药,专科,公办,,1100,批次=专科批,2026/6/15
1943,信阳职业技术学院,河南省,河南,信阳,,,,综合,专科,公办,,1933,批次=专科批,2026/6/15
1944,郑州工业安全职业学院,河南省,河南,郑州,,,,0,专科,公办,,1934,年份=年份,2026/6/15
1945,永城职业学院,河南省,河南,商丘,,,,理工,专科,公办,,1935,年份=2022,2026/6/15
1946,河南经贸职业学院,河南省,河南,郑州,,,,财经,专科,公办,,1936,批次=专科批,2026/6/15
1947,河南交通职业技术学院,河南省,河南,郑州,,,,理工,专科,公办,,1937,批次=专科提前批,2026/6/15
1948,河南农业职业学院,河南省,河南,郑州,,,,农林,专科,公办,,1938,年份=年份,2026/6/15
1949,郑州旅游职业学院,河南省,河南,郑州,,,,综合,专科,公办,,1334,年份=年份,2026/6/15
1950,郑州职业技术学院,河南省,河南,郑州,,,,理工,专科,公办,,1939,年份=年份,2026/6/15
1951,河南信息统计职业学院,河南省,河南,郑州,,,,财经,专科,公办,,3068,年份=年份,2026/6/15
1952,河南林业职业学院,河南省,河南,洛阳,,,,农林,专科,公办,,3361,年份=年份,2026/6/15
1953,河南工业贸易职业学院,河南省,河南,郑州,,,,综合,专科,公办,,1940,年份=年份,2026/6/15
1954,河南建筑职业技术学院,河南省,河南,郑州,,,,理工,专科,公办,,2444,年份=年份,2026/6/15
1955,安阳职业技术学院,河南省,河南,安阳,,,,综合,专科,公办,,2445,批次=专科批,2026/6/15
1956,新乡职业技术学院,河南省,河南,新乡,,,,综合,专科,公办,,2446,年份=年份,2026/6/15
1957,驻马店职业技术学院,河南省,河南,驻马店,,,,理工,专科,公办,,2447,年份=年份,2026/6/15
1958,开封文化艺术职业学院,河南省,河南,开封,,,,艺术,专科,公办,,2674,年份=年份,2026/6/15
1959,河南应用技术职业学院,河南省,河南,郑州,,,,综合,专科,公办,,2671,年份=年份,2026/6/15
1960,河南艺术职业学院,河南省,河南,郑州,,,,艺术,专科,公办,,2672,年份=年份,2026/6/15
1961,河南机电职业学院,河南省,河南,郑州,,,,理工,专科,公办,,2912,年份=年份,2026/6/15
1962,河南护理职业学院,河南省,河南,安阳,,,,医药,专科,公办,,3040,年份=年份,2026/6/15
1963,许昌电气职业学院,河南省,河南,许昌,,,,理工,专科,公办,,2913,年份=年份,2026/6/15
